Vendor ID,Vendor Zip Code,Vendor Suburb,Vendor State,Vendor Region
151528,2404,WHITLOW,NSW,Eastern
149840,6207,WHITTAKER,WA,Western
8820,2330,WHITTINGHAM,NSW,Eastern
146268,3219,WHITTINGTON,VIC,Southern
149296,3757,WHITTLESEA,VIC,Southern
3060,2705,WHITTON,NSW,Eastern
147968,5461,WHITWARTA,SA,Central
150272,3243,WHOOREL,VIC,Southern
149488,2428,WHOOTA,NSW,Eastern
23160,3735,WHOROULY,VIC,Southern
23160,3735,WHOROULY EAST,VIC,Southern
23160,3735,WHOROULY SOUTH,VIC,Southern
14796,3612,WHROO,VIC,Southern
149688,5600,WHYALLA,SA,Central
149688,5601,WHYALLA BARSON,SA,Central
149688,5600,WHYALLA DC,SA,Central
149688,5609,WHYALLA JENKINS,SA,Central
149688,5608,WHYALLA NORRIE,SA,Central
149688,5608,WHYALLA NORRIE EAST,SA,Central
149688,5608,WHYALLA NORRIE NORTH,SA,Central
149688,5600,WHYALLA PLAYFORD,SA,Central
149688,5608,WHYALLA STUART,SA,Central
14444,5420,WHYTE YARCOWIE,SA,Central
149836,2795,WIAGDON,NSW,Eastern
150380,6473,WIALKI,WA,Western
148408,2580,WIARBOROUGH,NSW,Eastern
14444,5440,WIAWERA,SA,Central
27328,6532,WICHERINA,WA,Western
27328,6532,WICHERINA SOUTH,WA,Western
146008,6370,WICKEPIN,WA,Western
147368,822,WICKHAM,NT,Central
148112,2293,WICKHAM,NSW,Eastern
12560,7256,WICKHAM,TAS,Southern
57800,6720,WICKHAM,WA,Western
20968,3379,WICKLIFFE,VIC,Southern
14444,5440,MOUNT VICTOR STATION,SA,Central
11836,2786,MOUNT VICTORIA,NSW,Eastern
144368,2325,MOUNT VIEW,NSW,Eastern
144368,2323,MOUNT VINCENT,NSW,Eastern
9996,5720,MOUNT VIVIAN,SA,Central
150380,6369,MOUNT WALKER,WA,Western
11924,3342,MOUNT WALLACE,VIC,Southern
147708,2528,MOUNT WARRIGAL,NSW,Eastern
150148,3149,MOUNT WAVERLEY,VIC,Southern
147840,5670,MOUNT WEDGE,SA,Central
146008,6390,MOUNT WELLS,WA,Western
149836,2787,MOUNT WERONG,NSW,Eastern
6492,2250,MOUNT WHITE,NSW,Eastern
151512,7264,MOUNT WILLIAM,TAS,Southern
9996,5723,MOUNT WILLOUGHBY,SA,Central
11836,2786,MOUNT WILSON,NSW,Eastern
6256,872,MOUNT ZEIL,NT,Central
149424,3723,MOUNTAIN BAY,VIC,Southern
26872,2644,MOUNTAIN CREEK,NSW,Southern
148716,3156,MOUNTAIN GATE,VIC,Southern
147652,2758,MOUNTAIN LAGOON,NSW,Eastern
57844,7109,MOUNTAIN RIVER,TAS,Southern
148996,3988,MOUNTAIN VIEW,VIC,Southern
4784,6472,MOUROUBRA,WA,Western
151556,2739,MOURQUONG,NSW,Central
20968,3294,MOUTAJUP,VIC,Southern
151512,7248,MOWBRAY,TAS,Southern
16816,2571,MOWBRAY PARK,NSW,Eastern
150676,3951,MOYARRA,VIC,Southern
147768,5271,MOYHALL,SA,Central
23160,3732,MOYHU,VIC,Southern
145568,3477,MOYREISK,VIC,Southern
148960,3377,MOYSTON,VIC,Southern
149836,2787,MOZART,NSW,Eastern
149848,6501,MUCHEA,WA,Western
140272,3644,MUCKATAH,VIC,Southern
149848,6503,MUCKENBURRA,WA,Western
145568,3451,MUCKLEFORD,VIC,Southern
145568,3462,MUCKLEFORD SOUTH,VIC,Southern
31216,5680,MUDAMUCKLA,SA,Central
36356,2850,MUDGEE,NSW,Eastern
23160,3737,MUDGEGONGA,VIC,Southern
5196,6770,MUELLER RANGES,WA,Western
147368,810,MUIRHEAD,NT,Central
3796,6225,MUJA,WA,Western
150380,6479,MUKINBUDIN,WA,Western
57800,6714,MULATAGA,WA,Western
144368,2323,MULBRING,NSW,Eastern
57800,6751,MULGA DOWNS,WA,Western
9996,5732,MULGA VIEW,SA,Central
9996,5731,MULGARIA,SA,Central
9996,5719,MULGATHING,SA,Central
144488,2745,MULGOA,NSW,Eastern
147652,2756,MULGRAVE,NSW,Eastern
150148,3170,MULGRAVE,VIC,Southern
148388,5255,MULGUNDAWA,SA,Central
146012,2877,MULGUTHRIE,NSW,Eastern
9996,5733,MULKA,SA,Central
17272,2825,MULLA,NSW,Eastern
151528,2352,MULLA CREEK,NSW,Eastern
346552,2379,MULLALEY,NSW,Eastern
145952,6027,MULLALOO,WA,Western
3796,6252,MULLALYUP,WA,Western
36356,2850,MULLAMUDDY,NSW,Eastern
149688,5608,MULLAQUANA,SA,Central
20364,2456,MULLAWAY,NSW,Eastern
26872,2644,MULLENGANDRA,NSW,Southern
17272,2825,MULLENGUDGERY,NSW,Eastern
27328,6630,MULLEWA,WA,Western
24856,6430,MULLINGAR,WA,Western
11336,2582,MULLION,NSW,Eastern
29288,2800,MULLION CREEK,NSW,Eastern
26460,2622,MULLOON,NSW,Eastern
9996,5733,MULOORINA,SA,Central
150380,6401,MULUCKINE,WA,Western
140272,2647,MULWALA,NSW,Southern
146012,2871,MULYANDRY,NSW,Eastern
14444,5440,MULYUNGARIE,SA,Central
3796,6225,MUMBALLUP,WA,Western
24752,3304,MUMBANNAR,VIC,Central
150380,6401,MUMBERKINE,WA,Western
148448,2820,MUMBIL,NSW,Eastern
146912,2824,MUMBLEBONE PLAIN,NSW,Eastern
19376,2176,PRAIRIEWOOD,NSW,Eastern
147720,3666,PRANJIP,VIC,Southern
9996,5434,PRELINNA,SA,Central
57844,7185,PREMAYDENA,TAS,Southern
346552,2381,PREMER,NSW,Eastern
26872,3685,PRENTICE NORTH,VIC,Southern
12560,7325,PREOLENNA,TAS,Southern
12560,7316,PRESERVATION BAY,TAS,Southern
12560,7315,PRESTON,TAS,Southern
149296,3072,PRESTON,VIC,Southern
204748,6215,PRESTON BEACH,WA,Western
149296,3072,PRESTON LOWER,VIC,Southern
3796,6225,PRESTON SETTLEMENT,WA,Western
149296,3072,PRESTON SOUTH,VIC,Southern
149296,3072,PRESTON WEST,VIC,Southern
32440,2170,PRESTONS,NSW,Eastern
6492,2257,PRETTY BEACH,NSW,Eastern
34544,2539,PRETTY BEACH,NSW,Eastern
18728,2710,PRETTY PINE,NSW,Southern
216352,6285,PREVELLY,WA,Western
144388,5570,PRICE,SA,Central
147708,2502,PRIMBEE,NSW,Eastern
57844,7173,PRIMROSE SANDS,TAS,Southern
149992,2621,PRIMROSE VALLEY,NSW,Eastern
151516,6740,PRINCE REGENT RIVER,WA,Central
150524,3054,PRINCES HILL,VIC,Southern
149480,3269,PRINCETOWN,VIC,Southern
12560,7306,PROMISED LAND,TAS,Southern
144388,5550,PROOF RANGE,SA,Central
147828,2148,PROSPECT,NSW,Eastern
151512,7250,PROSPECT,TAS,Southern
9996,5082,PROSPECT,SA,Central
9996,5082,PROSPECT EAST,SA,Central
25900,5201,PROSPECT HILL,SA,Central
151512,7250,PROSPECT VALE,TAS,Southern
149372,2629,PROVIDENCE PORTAL,NSW,Eastern
14444,5440,PUALCO RANGE,SA,Central
9172,2666,PUCAWAN,NSW,Eastern
147720,3662,PUCKAPUNYAL,VIC,Southern
151528,2350,PUDDLEDOCK,NSW,Eastern
6256,872,PUKATJA,SA,Central
147368,822,PULARUMPI,NT,Central
15724,2810,PULLABOOKA,NSW,Eastern
9172,2650,PULLETOP,NSW,Eastern
146008,6308,PUMPHREYS BRIDGE,WA,Western
147608,2196,PUNCHBOWL,NSW,Eastern
151512,7249,PUNCHBOWL,TAS,Southern
31216,5680,PUNTABIE,SA,Central
148388,5238,PUNTHARI,SA,Central
36268,5353,PUNYELROO,SA,Central
150272,3271,PURA PURA,VIC,Southern
20968,3289,PURDEET,VIC,Southern
31216,5680,PUREBA,SA,Central
149488,2430,PURFLEET,NSW,Eastern
346552,2357,PURLEWAUGH,NSW,Eastern
149480,3278,PURNIM,VIC,Southern
149480,3278,PURNIM WEST,VIC,Southern
148388,5238,PURNONG,SA,Central
5196,6770,PURNULULU,WA,Western
9996,5720,PURPLE DOWNS,SA,Central
149088,2112,PUTNEY,NSW,Eastern
36356,2850,PUTTA BUCCA,NSW,Eastern
9996,5730,PUTTAPA,SA,Central
8820,2330,PUTTY,NSW,Eastern
147720,3521,PYALONG,VIC,Southern
36356,2849,PYANGLE,NSW,Eastern
145488,5333,PYAP,SA,Central
145488,5333,PYAP WEST,SA,Central
151512,7216,PYENGANA,TAS,Southern
147840,5652,PYGERY,SA,Central
150456,2073,PYMBLE,NSW,Eastern
149624,3575,PYRAMID HILL,VIC,Southern
36356,2850,PYRAMUL,NSW,Eastern
34544,2540,PYREE,NSW,Eastern
149700,2009,PYRMONT,NSW,Eastern
151412,2550,QUAAMA,NSW,Eastern
150380,6383,QUAIRADING,WA,Western
147828,2763,QUAKERS HILL,NSW,Eastern
9540,5322,QUALCO,SA,Central
146008,6394,QUALEUP,WA,Western
148300,3540,QUAMBATOOK,VIC,Southern
148744,2831,QUAMBONE,NSW,Eastern
151512,7292,QUAMBY BEND,TAS,Southern
151512,7304,QUAMBY BROOK,TAS,Southern
148744,2828,QUANDA,NSW,Eastern
9172,2665,QUANDARY,NSW,Eastern
148148,2721,QUANDIALLA,NSW,Eastern
147792,3030,QUANDONG,VIC,Southern
148960,3401,QUANTONG,VIC,Southern
145568,3550,QUARRY HILL,VIC,Southern
149992,2620,QUEANBEYAN,NSW,Eastern
149992,2620,QUEANBEYAN DC,NSW,Eastern
149992,2620,QUEANBEYAN EAST,NSW,Eastern
149992,2620,QUEANBEYAN WEST,NSW,Eastern
216352,6281,QUEDJINUP,WA,Western
149700,1230,QUEEN VICTORIA BUILDING,NSW,Eastern
57844,7000,QUEENS DOMAIN,TAS,Southern
147720,3659,TALLAROOK,VIC,Southern
36356,2852,TALLAWANG,NSW,Eastern
15724,2669,TALLIMBA,NSW,Eastern
145288,2579,TALLONG,NSW,Eastern
34544,2540,TALLOWAL,NSW,Eastern
20364,2453,TALLOWWOOD RIDGE,NSW,Eastern
29288,2798,TALLWOOD,NSW,Eastern
149488,2430,TALLWOODS VILLAGE,NSW,Eastern
147716,3634,TALLYGAROOPNA,VIC,Southern
26872,2640,TALMALMO,NSW,Southern
27328,6532,TAMALA,WA,Western
145952,6030,TAMALA PARK,WA,Western
149700,2026,TAMARAMA,NSW,Eastern
151468,2441,TAMBAN,NSW,Eastern
346552,2381,TAMBAR SPRINGS,NSW,Eastern
149836,2850,TAMBAROORA,NSW,Eastern
146008,6320,TAMBELLUP,WA,Western
11188,3893,TAMBO CROSSING,VIC,Southern
11188,3885,TAMBO UPPER,VIC,Southern
11188,3890,TAMBOON,VIC,Southern
4152,3858,TAMBORITHA,VIC,Southern
151528,2340,TAMINDA,NSW,Eastern
23160,3675,TAMINICK,VIC,Southern
149424,3669,TAMLEUGH,VIC,Southern
149424,3669,TAMLEUGH NORTH,VIC,Southern
150380,6409,TAMMIN,WA,Western
4784,6472,TAMPU,WA,Western
151528,2340,TAMWORTH,NSW,Eastern
6256,872,TANAMI,NT,Central
5196,6770,TANAMI,WA,Western
151516,852,TANAMI EAST,NT,Central
150272,3260,TANDAROOK,VIC,Southern
145568,3571,TANDARRA,VIC,Southern
150380,6415,TANDEGIN,WA,Western
26872,3691,TANGAMBALANGA,VIC,Southern
176,2319,TANILBA BAY,NSW,Eastern
151412,2550,TANJA,NSW,Eastern
150728,3825,TANJIL,VIC,Southern
148996,3833,TANJIL BREN,VIC,Southern
150728,3825,TANJIL SOUTH,VIC,Southern
346552,2357,TANNABAR,NSW,Eastern
149836,2795,TANNAS MOUNT,NSW,Eastern
149372,2629,TANTANGARA,NSW,Eastern
17404,5280,TANTANOOLA,SA,Central
147720,3764,TANTARABOO,VIC,Southern
151412,2550,TANTAWANGALO,NSW,Eastern
18728,2731,TANTONAN,NSW,Southern
36268,5352,TANUNDA,SA,Central
145568,3478,TANWOOD,VIC,Southern
150272,3249,TANYBRYN,VIC,Southern
4284,5017,TAPEROO,SA,Central
34544,2540,TAPITALLEE,NSW,Eastern
145488,5311,TAPLAN,SA,Central
145952,6065,TAPPING,WA,Western
6256,872,TARA,NT,Central
9172,2665,TARA,NSW,Eastern
15076,2653,TARADALE,NSW,Eastern
145568,3447,TARADALE,VIC,Southern
148408,2580,TARAGO,NSW,Eastern
148408,2580,TARALGA,NSW,Eastern
149836,2787,TARANA,NSW,Eastern
57844,7180,TARANNA,TAS,Southern
147768,5275,TARATAP,SA,Central
149488,2428,TARBUCK BAY,NSW,Eastern
147720,3666,TARCOMBE,VIC,Southern
9996,5701,TARCOOLA,SA,Central
27328,6530,TARCOOLA BEACH,WA,Western
14444,5431,TARCOWIE,SA,Central
9172,2652,TARCUTTA,NSW,Eastern
27328,6628,TARDUN,WA,Western
149488,2430,TAREE,NSW,Eastern
149488,2430,TAREE DC,NSW,Eastern
149488,2430,TAREE SOUTH,NSW,Eastern
35236,2229,TAREN POINT,NSW,Eastern
151512,7259,TARGA,TAS,Southern
145568,3451,TARILTA,VIC,Southern
146008,6353,TARIN ROCK,WA,Western
36268,5411,TARLEE,SA,Central
12560,7310,TARLETON,TAS,Southern
148408,2580,TARLO,NSW,Eastern
145568,3551,TARNAGULLA,VIC,Southern
147792,3029,TARNEIT,VIC,Southern
36268,5413,TARNMA,SA,Central
149424,3670,TARNOOK,VIC,Southern
148808,2328,WIDDEN,NSW,Eastern
3060,2680,WIDGELLI,NSW,Eastern
147836,6443,WIDGIEMOOLTHA,WA,Western
9540,5330,WIGLEY FLAT,SA,Central
151516,6743,WIJILAWARRIM,WA,Central
147652,2756,WILBERFORCE,NSW,Eastern
150380,6302,WILBERFORCE,WA,Western
36356,2850,WILBETREE,NSW,Eastern
145952,6041,WILBINGA,WA,Western
151512,7030,WILBURVILLE,TAS,Southern
140272,3728,WILBY,VIC,Southern
148144,2836,WILCANNIA,NSW,Central
149688,5641,WILCHERRY,SA,Central
9996,5432,WILCOWIE,SA,Central
20364,2453,WILD CATTLE CREEK,NSW,Eastern
150676,3953,WILD DOG VALLEY,VIC,Southern
147768,5271,WILD DOG VALLEY,SA,Central
147572,5501,WILD HORSE PLAINS,SA,Central
145288,2577,WILDES MEADOW,NSW,Eastern
151432,3429,WILDWOOD,VIC,Southern
147608,2195,WILEY PARK,NSW,Eastern
3796,6243,WILGA,WA,Western
3796,6243,WILGA WEST,WA,Western
4240,6258,WILGARRUP,WA,Western
9996,5719,WILGENA,SA,Central
150380,6479,WILGOYNE,WA,Western
9996,5713,WILKATANA STATION,SA,Central
148388,5301,WILKAWATT,SA,Central
5344,3393,WILKUR,VIC,Southern
151392,6156,WILLAGEE,WA,Western
151392,6156,WILLAGEE CENTRAL,WA,Western
346552,2382,WILLALA,NSW,Eastern
14444,5419,WILLALO,SA,Central
147768,5267,WILLALOOKA,SA,Central
144388,5554,WILLAMULKA,SA,Central
148300,3485,WILLANGIE,VIC,Southern
148188,6728,WILLARE,WA,Western
147572,5118,WILLASTON,SA,Central
149480,3283,WILLATOOK,VIC,Southern
148960,3379,WILLAURA,VIC,Southern
148960,3379,WILLAURA NORTH,VIC,Southern
151468,2440,WILLAWARRIN,NSW,Eastern
3060,2680,WILLBRIGGIE,NSW,Eastern
5344,3393,WILLENABRINA,VIC,Southern
149840,6155,WILLETTON,WA,Western
149840,6955,WILLETTON,WA,Western
151468,2440,WILLI WILLI,NSW,Eastern
149208,6333,WILLIAM BAY,WA,Western
9996,5723,WILLIAM CREEK,SA,Central
146008,6391,WILLIAMS,WA,Western
147792,3027,WILLIAMS LANDING,VIC,Southern
149992,2620,WILLIAMSDALE,NSW,Eastern
36268,5351,WILLIAMSTOWN,SA,Central
24856,6430,WILLIAMSTOWN,WA,Western
31024,3016,WILLIAMSTOWN,VIC,Southern
31024,3016,WILLIAMSTOWN NORTH,VIC,Southern
176,2318,WILLIAMTOWN,NSW,Eastern
176,2314,WILLIAMTOWN RAAF,NSW,Eastern
15076,2653,WILLIGOBUNG,NSW,Eastern
149488,2423,WILLINA,NSW,Eastern
9996,5432,WILLIPPA,SA,Central
147828,2770,WILLMOT,NSW,Eastern
9996,5433,WILLOCHRA,SA,Central
149088,2068,WILLOUGHBY,NSW,Eastern
151400,5222,WILLOUGHBY,SA,Central
149088,2068,WILLOUGHBY EAST,NSW,Eastern
149088,2068,WILLOUGHBY NORTH,NSW,Eastern
148388,5253,WILLOW BANKS,SA,Central
151400,5211,WILLOW CREEK,SA,Central
150728,3825,WILLOW GROVE,VIC,Southern
9996,5434,WILLOW SPRINGS,SA,Central
5020,2339,WILLOW TREE,NSW,Eastern
34544,2534,WILLOW VALE,NSW,Eastern
145288,2575,WILLOW VALE,NSW,Eastern
14444,5431,WILLOWIE,SA,Central
147720,3764,WILLOWMAVIN,VIC,Southern
6256,872,WILLOWRA,NT,Central
17316,3360,WILLOWVALE,VIC,Southern
151400,5222,WILLSON RIVER,SA,Central
4152,3847,WILLUNG,VIC,Southern
4152,3847,WILLUNG SOUTH,VIC,Southern
4284,5172,WILLUNGA,SA,Central
4284,5172,WILLUNGA HILL,SA,Central
4284,5172,WILLUNGA SOUTH,SA,Central
144548,2710,WILLURAH,NSW,Southern
25900,5255,WILLYAROO,SA,Central
149208,6330,WILLYUNG,WA,Western
9996,5485,WILMINGTON,SA,Central
12560,7310,WILMOT,TAS,Southern
6256,872,WILORA,NT,Central
36356,2850,WILPINJONG,NSW,Eastern
23896,6107,WILSON,WA,Western
145568,3515,WILSONS HILL,VIC,Southern
148408,2580,MUMMEL,NSW,Eastern
57800,6721,MUNDABULLANGANA,WA,Western
9996,5700,MUNDALLIO,SA,Central
34544,2540,MUNDAMIA,NSW,Eastern
149848,6073,MUNDARING,WA,Western
149848,6073,MUNDARING DC,WA,Western
15076,2729,MUNDARLO,NSW,Eastern
15076,2653,MUNDEROO,NSW,Eastern
14444,5440,MUNDI MUNDI,SA,Central
145488,5340,MUNDIC CREEK,SA,Central
149840,6123,MUNDIJONG,WA,Western
15076,2720,MUNDONGO,NSW,Eastern
151400,5214,MUNDOO ISLAND,SA,Central
147716,3635,MUNDOONA,VIC,Southern
0,5555,MUNDOORA,SA,Central
9996,5733,MUNDOWDNA,SA,Central
147836,6443,MUNDRABILLA,WA,Western
147768,5270,MUNDULLA,SA,Central
147768,5270,MUNDULLA WEST,SA,Central
3796,6225,MUNGALUP,WA,Western
151468,2440,MUNGAY CREEK,NSW,Eastern
9996,5733,MUNGERANIE,SA,Central
36356,2850,MUNGHORN,NSW,Eastern
147836,6450,MUNGLINUP,WA,Western
151556,2715,MUNGO,NSW,Central
149488,2423,MUNGO BRUSH,NSW,Eastern
176,2420,MUNNI,NSW,Eastern
147572,5115,MUNNO PARA,SA,Central
147572,5115,MUNNO PARA DOWNS,SA,Central
147572,5115,MUNNO PARA WEST,SA,Central
4152,3862,MUNRO,VIC,Southern
151392,6166,MUNSTER,WA,Western
150380,6420,MUNTADGIN,WA,Western
20968,3315,MUNTHAM,VIC,Southern
26872,2658,MUNYABLA,NSW,Southern
146008,6394,MURADUP,WA,Western
9540,5320,MURBKO,SA,Central
147716,3610,MURCHISON,VIC,Southern
27328,6630,MURCHISON,WA,Western
147716,3610,MURCHISON EAST,VIC,Southern
147716,3610,MURCHISON NORTH,VIC,Southern
147840,5607,MURDINGA,SA,Central
151392,6150,MURDOCH,WA,Western
146008,6317,MURDONG,WA,Western
57844,7178,MURDUNNA,TAS,Southern
150380,6401,MURESK,WA,Western
29288,2864,MURGA,NSW,Eastern
146268,3218,MURGHEBOLUC,VIC,Southern
147840,5642,MURLONG,SA,Central
23160,3747,MURMUNGEE,VIC,Southern
149688,5609,MURNINNIE BEACH,SA,Central
9996,5731,MURNPEOWIE,SA,Central
148300,3544,MURNUNGIN,VIC,Southern
145568,3551,MURPHYS CREEK,VIC,Southern
6256,872,MURPUTJA,SA,Central
148960,3401,MURRA WARRA,VIC,Southern
148300,3579,MURRABIT,VIC,Southern
148300,3579,MURRABIT WEST,VIC,Southern
151412,2546,MURRAH,NSW,Eastern
3060,2705,MURRAMI,NSW,Eastern
148300,3586,MURRAWEE,VIC,Southern
17272,2825,MURRAWOMBIE,NSW,Eastern
148388,5253,MURRAWONG,SA,Central
148388,5253,MURRAY BRIDGE,SA,Central
148388,5254,MURRAY BRIDGE,SA,Central
148388,5253,MURRAY BRIDGE EAST,SA,Central
148388,5253,MURRAY BRIDGE NORTH,SA,Central
148388,5253,MURRAY BRIDGE SOUTH,SA,Central
148300,2734,MURRAY DOWNS,NSW,Southern
26872,2642,MURRAY GORGE,NSW,Southern
26872,2708,MURRAY REGION MC,NSW,Southern
0,5481,MURRAY TOWN,SA,Central
148300,3586,MURRAYDALE,VIC,Southern
148112,2281,MURRAYS BEACH,NSW,Eastern
144368,2325,MURRAYS RUN,NSW,Eastern
151556,3490,MURRAY-SUNSET,VIC,Central
145488,3512,MURRAYVILLE,VIC,Central
26460,2622,MURRENGENBURG,NSW,Eastern
151412,2550,MUMBULLA MOUNTAIN,NSW,Eastern
15724,2672,MURRIN BRIDGE,NSW,Eastern
11188,3885,MURRINDAL,VIC,Southern
148024,3717,MURRINDINDI,VIC,Southern
8452,2586,MURRINGO,NSW,Eastern
150272,3243,MURROON,VIC,Southern
9172,2652,MURRULEBALE,NSW,Eastern
149700,2022,QUEENS PARK,NSW,Eastern
23896,6107,QUEENS PARK,WA,Western
36356,2850,QUEENS PINCH,NSW,Eastern
148168,2096,QUEENSCLIFF,NSW,Eastern
146268,3225,QUEENSCLIFF,VIC,Southern
150676,3984,QUEENSFERRY,VIC,Southern
12560,7467,QUEENSTOWN,TAS,Southern
4284,5014,QUEENSTOWN,SA,Central
3796,6239,QUEENWOOD,WA,Western
150380,6405,QUELAGETTING,WA,Western
150380,6302,QUELLINGTON,WA,Western
148408,2580,QUIALIGO,NSW,Eastern
12560,7325,WYNYARD,TAS,Southern
150380,6407,WYOLA WEST,WA,Western
147768,5275,WYOMI,SA,Central
6492,2250,WYOMING,NSW,Eastern
6492,2259,WYONG,NSW,Eastern
6492,2259,WYONG CREEK,NSW,Eastern
6492,2259,WYONGAH,NSW,Eastern
11188,3886,NEWMERELLA,VIC,Southern
11836,2790,NEWNES,NSW,Eastern
11836,2790,NEWNES PLATEAU,NSW,Eastern
151512,7248,NEWNHAM,TAS,Southern
148168,2106,NEWPORT,NSW,Eastern
31024,3015,NEWPORT,VIC,Southern
148168,2106,NEWPORT BEACH,NSW,Eastern
4152,3859,NEWRY,VIC,Southern
151528,2360,NEWSTEAD,NSW,Eastern
151512,7250,NEWSTEAD,TAS,Southern
145568,3462,NEWSTEAD,VIC,Southern
9996,5074,NEWTON,SA,Central
35236,2042,NEWTOWN,NSW,Eastern
17316,3351,NEWTOWN,VIC,Southern
146268,3220,NEWTOWN,VIC,Southern
6256,872,NGAANYATJARRA-GILES,WA,Central
147368,822,NGANMARRIYANGA,NT,Central
36268,5374,NGAPALA,SA,Central
147768,5302,NGARKAT,SA,Central
151516,852,NGUKURR,NT,Central
26460,2913,NGUNNAWAL,ACT,Eastern
0,3418,NHILL,VIC,Southern
32704,880,NHULUNBUY,NT,Central
32704,881,NHULUNBUY,NT,Central
6492,2250,NIAGARA PARK,NSW,Eastern
151528,2354,NIANGALA,NSW,Eastern
26460,2913,NICHOLLS,ACT,Eastern
57844,7112,NICHOLLS RIVULET,TAS,Southern
151556,3501,NICHOLS POINT,VIC,Central
11188,3882,NICHOLSON,VIC,Southern
57800,6714,NICKOL,WA,Western
151432,3042,NIDDRIE,VIC,Southern
151432,3042,NIDDRIE NORTH,VIC,Southern
148300,2733,NIEMUR,NSW,Southern
12560,7315,NIETTA,TAS,Southern
147368,810,NIGHTCLIFF,NT,Central
147368,814,NIGHTCLIFF,NT,Central
148388,5238,NILDOTTIE,SA,Central
151512,7212,NILE,TAS,Southern
145952,6044,NILGEN,WA,Western
216352,6288,NILLUP,WA,Western
148996,3821,NILMA,VIC,Southern
148996,3821,NILMA NORTH,VIC,Southern
9996,5730,NILPENA,SA,Central
9996,5723,NILPINNA STATION,SA,Central
149372,2631,NIMMITABEL,NSW,Eastern
149372,2628,NIMMO,NSW,Eastern
148300,3533,NINDA,VIC,Southern
145568,3518,NINE MILE,VIC,Southern
148044,6701,NINGALOO,WA,Western
144388,5560,NINNES,SA,Central
17316,3351,NINTINGBOOL,VIC,Southern
148300,3527,NINYEUNOOK,VIC,Southern
146008,6350,NIPPERING,WA,Western
204748,6208,NIRIMBA,WA,Western
149480,3268,NIRRANDA,VIC,Southern
149480,3268,NIRRANDA EAST,VIC,Southern
149480,3268,NIRRANDA SOUTH,VIC,Southern
151516,852,NITMILUK,NT,Central
4284,5168,NOARLUNGA CENTRE,SA,Central
4284,5168,NOARLUNGA DOWNS,SA,Central
21188,3174,NOBLE PARK,VIC,Southern
21188,3174,NOBLE PARK NORTH,VIC,Southern
3796,6225,NOGGERUP,WA,Western
150380,6415,NOKANING,WA,Western
27328,6532,NOLBA,WA,Western
3296,6061,NOLLAMARA,WA,Western
146008,6312,NOMANS LAKE,WA,Western
346552,2379,NOMBI,NSW,Eastern
9996,5717,NONNING,SA,Central
148996,3833,NOOJEE,VIC,Southern
12560,7306,NOOK,TAS,Southern
146012,2835,NOONA,NSW,Eastern
147368,837,NOONAMAH,NT,Central
149480,3265,NOORAT,VIC,Southern
149480,3265,NOORAT EAST,VIC,Southern
11188,3890,NOORINBEE,VIC,Southern
11188,3890,NOORINBEE NORTH,VIC,Southern
148300,2732,NOORONG,NSW,Southern
176,2415,NOOROO,NSW,Eastern
17404,5276,NORA CREINA,SA,Central
148960,3409,NORADJUHA,VIC,Southern
6492,2263,NORAH HEAD,NSW,Eastern
205160,6062,NORANDA,WA,Western
148408,2580,ROSLYN,NSW,Eastern
149624,3564,ROSLYNMEAD,VIC,Southern
57844,7018,ROSNY,TAS,Southern
57844,7018,ROSNY PARK,TAS,Southern
6256,873,ROSS,NT,Central
151512,7209,ROSS,TAS,Southern
17316,3351,ROSS CREEK,VIC,Southern
151512,7213,ROSSARDEN,TAS,Southern
148960,3377,ROSSBRIDGE,VIC,Southern
33572,2439,ROSSGLEN,NSW,Eastern
148808,2336,ROSSGOLE,NSW,Eastern
149992,2621,ROSSI,NSW,Eastern
4284,5072,ROSSLYN PARK,SA,Central
16816,2557,ROSSMORE,NSW,Eastern
150380,6401,ROSSMORE,WA,Western
149840,6148,ROSSMOYNE,WA,Western
4284,5073,ROSTREVOR,SA,Central
148960,3477,ROSTRON,VIC,Southern
144368,2320,ROTHBURY,NSW,Eastern
27328,6620,ROTHSAY,WA,Western
3060,2675,ROTO,NSW,Eastern
151392,6161,ROTTNEST ISLAND,WA,Western
148808,2336,ROUCHEL,NSW,Eastern
148808,2336,ROUCHEL BROOK,NSW,Eastern
8820,2330,ROUGHIT,NSW,Eastern
28552,2158,ROUND CORNER,NSW,Eastern
12560,7320,ROUND HILL,TAS,Southern
36356,2846,ROUND SWAMP,NSW,Eastern
145332,2155,ROUSE HILL,NSW,Eastern
9172,2650,ROWAN,NSW,Eastern
151512,7270,ROWELLA,TAS,Southern
18684,2387,ROWENA,NSW,Eastern
36268,5352,ROWLAND FLAT,SA,Central
11924,3340,ROWSLEY,VIC,Southern
148716,3178,ROWVILLE,VIC,Southern
146540,3064,ROXBURGH PARK,VIC,Southern
9996,5725,ROXBY DOWNS,SA,Central
9996,5725,ROXBY DOWNS STATION,SA,Central
151392,6958,ROYAL AUSTRALIAN NAVY WARSHIPS,WA,Western
149700,1225,ROYAL EXCHANGE,NSW,Eastern
151512,7213,ROYAL GEORGE,TAS,Southern
150524,3050,ROYAL MELBOURNE HOSPITAL,VIC,Southern
35236,2232,ROYAL NATIONAL PARK,NSW,Eastern
149088,2065,ROYAL NORTH SHORE HOSPITAL,NSW,Eastern
4284,5014,ROYAL PARK,SA,Central
